proto,sttl,dttl,dloss,Spkts,Dpkts,swin,dwin,smeansz,ct_state_ttl,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_src_ltm,attack_cat,Label
1,31,29,17,46,48,255,255,62,0,6,3,1,2,0,0
0,31,29,0,4,4,0,0,142,0,8,5,1,4,0,0
0,254,0,0,2,0,0,0,57,2,25,25,24,25,1,1
1,31,29,8,52,42,255,255,715,0,1,1,1,1,0,0
1,254,252,2,12,10,255,255,84,1,2,2,1,2,2,1
0,254,0,0,2,0,0,0,57,2,25,25,18,25,1,1
0,254,0,0,2,0,0,0,57,2,19,19,19,19,1,1
1,31,29,5,14,18,255,255,120,0,2,3,1,2,0,0
0,31,29,0,2,2,0,0,73,0,3,3,2,1,0,0
0,60,0,0,2,0,0,0,132,0,39,39,19,39,0,0
0,31,29,0,2,2,0,0,73,0,2,2,2,1,0,0
0,31,29,0,4,4,0,0,142,0,12,4,1,4,0,0
0,254,0,0,2,0,0,0,57,2,46,46,44,46,1,1
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,31,29,0,2,2,0,0,65,0,3,4,1,1,0,0
1,31,29,18,48,50,255,255,62,0,7,9,1,2,0,0
3,254,0,0,2,0,0,0,100,2,7,7,2,7,3,1
1,31,29,5,12,18,255,255,132,0,2,3,2,1,0,0
0,254,0,0,2,0,0,0,57,2,27,27,22,27,1,1
1,31,29,22,56,58,255,255,61,0,6,6,1,1,0,0
1,62,252,1,8,6,255,255,46,1,2,2,1,2,3,1
0,31,29,0,4,4,0,0,142,0,3,8,1,3,0,0
1,62,252,9,24,22,255,255,54,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
1,254,252,1,20,14,255,255,53,1,6,5,4,5,2,1
0,254,0,0,2,0,0,0,57,2,29,29,6,29,1,1
1,31,29,5,14,18,255,255,120,0,1,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,27,27,20,27,1,1
0,31,29,0,2,2,0,0,65,0,3,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,29,29,22,30,1,1
1,31,29,4,16,18,255,255,96,0,11,9,6,6,0,0
0,60,0,0,2,0,0,0,132,0,14,14,14,14,0,0
0,254,0,0,2,0,0,0,57,2,30,30,15,30,1,1
0,254,0,0,2,0,0,0,57,2,44,44,40,44,1,1
1,31,29,14,40,42,255,255,64,0,8,6,1,1,0,0
102,254,0,0,2,0,0,0,100,2,6,6,3,6,4,1
0,254,0,0,2,0,0,0,57,2,32,32,16,32,1,1
1,62,252,8,376,78,255,255,1285,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,33,33,18,33,1,1
1,31,29,13,38,40,255,255,64,0,2,6,1,1,0,0
0,254,0,0,2,0,0,0,57,2,36,36,25,36,1,1
0,254,0,0,2,0,0,0,57,2,36,36,18,36,1,1
1,31,29,7,28,30,255,255,150,0,4,6,1,7,0,0
0,254,0,0,2,0,0,0,57,2,16,16,6,16,1,1
0,31,29,0,4,4,0,0,142,0,6,6,1,3,0,0
0,31,29,0,2,2,0,0,65,0,2,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,30,30,17,30,1,1
1,31,29,14,40,42,255,255,64,0,14,7,1,1,0,0
0,31,29,0,2,2,0,0,73,0,5,2,4,1,0,0
1,31,29,11,34,36,255,255,66,0,8,4,1,1,0,0
0,254,0,0,2,0,0,0,400,2,11,10,7,10,0,0
0,254,0,0,2,0,0,0,57,2,37,37,30,37,1,1
0,254,0,0,2,0,0,0,57,2,23,23,16,23,1,1
0,60,0,0,2,0,0,0,132,0,37,37,37,37,0,0
0,254,0,0,2,0,0,0,284,2,12,12,12,12,2,1
0,254,0,0,2,0,0,0,57,2,41,41,21,41,1,1
0,254,0,0,2,0,0,0,57,2,47,47,44,47,1,1
0,31,29,0,4,4,0,0,142,0,7,7,1,3,0,0
0,31,29,0,2,2,0,0,65,0,1,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,36,36,22,36,1,1
0,254,0,0,2,0,0,0,92,2,6,5,2,5,2,1
0,31,29,0,2,2,0,0,73,0,2,1,1,1,0,0
3,254,0,0,2,0,0,0,100,2,5,5,4,5,3,1
1,31,29,8,54,44,255,255,702,0,1,1,1,1,0,0
0,60,0,0,2,0,0,0,132,0,19,19,9,19,0,0
0,254,0,0,2,0,0,0,57,2,34,34,22,34,1,1
1,31,29,5,12,18,255,255,132,0,4,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,53,53,26,53,1,1
0,254,0,0,2,0,0,0,57,2,10,10,10,10,1,1
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
1,62,252,8,40,24,255,255,775,1,1,1,1,1,3,1
1,31,29,13,38,40,255,255,64,0,4,7,1,1,0,0
1,31,29,7,26,28,255,255,170,0,5,12,1,3,0,0
0,31,29,0,2,2,0,0,73,0,3,3,2,2,0,0
1,31,29,6,22,24,255,255,87,0,12,6,1,2,0,0
1,31,29,2,6,8,255,255,53,0,2,2,3,6,0,0
1,31,29,67,228,236,255,255,106,0,12,11,1,1,0,0
0,31,29,0,4,4,0,0,142,0,4,9,1,5,0,0
0,31,29,0,4,4,0,0,142,0,9,8,1,2,0,0
0,31,29,0,4,4,0,0,142,0,5,6,1,2,0,0
1,62,252,8,40,22,255,255,774,1,1,1,1,1,3,1
3,254,0,0,2,0,0,0,100,2,5,5,4,5,4,1
1,31,29,11,34,36,255,255,66,0,3,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,10,10,10,11,1,1
0,31,29,0,2,2,0,0,73,0,2,4,2,1,0,0
1,254,252,3,10,10,255,255,61,1,3,1,1,1,3,1
1,31,29,28,70,70,255,255,59,0,14,4,1,2,0,0
0,254,0,0,2,0,0,0,57,2,26,26,17,26,1,1
0,254,0,0,2,0,0,0,57,2,31,31,28,31,1,1
1,254,252,1,10,8,255,255,56,1,1,1,1,1,5,1
1,31,29,14,42,42,255,255,63,0,8,9,1,7,0,0
0,254,0,0,2,0,0,0,57,2,6,6,3,3,1,1
1,62,252,8,30,20,255,255,499,1,1,1,1,1,3,1
5,0,0,0,2,0,0,0,46,2,1,1,1,1,0,0
0,254,0,0,2,0,0,0,52,2,12,12,11,12,2,1
1,31,29,22,56,58,255,255,61,0,6,8,1,1,0,0
1,31,29,7,28,30,255,255,161,0,7,4,1,3,0,0
0,31,29,0,2,2,0,0,65,0,3,6,3,3,0,0
1,254,252,2,12,10,255,255,84,1,3,3,1,3,2,1
0,254,0,0,2,0,0,0,57,2,49,49,18,49,1,1
1,31,29,4,8,12,255,255,53,0,6,3,1,2,0,0
1,254,252,1,10,6,255,255,55,1,11,11,4,4,2,1
0,254,0,0,2,0,0,0,57,2,34,34,18,34,1,1
0,254,0,0,2,0,0,0,63,2,1,1,1,3,4,1
1,254,252,1,10,8,255,255,56,1,6,1,1,1,5,1
0,31,29,0,2,2,0,0,73,0,3,1,3,1,0,0
1,31,29,8,52,38,255,255,715,0,1,1,1,1,0,0
0,31,29,0,2,2,0,0,65,0,1,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,35,35,16,35,1,1
1,31,29,12,36,38,255,255,65,0,4,3,1,2,0,0
0,254,0,0,2,0,0,0,57,2,12,12,12,12,1,1
0,254,0,0,2,0,0,0,57,2,37,37,25,39,1,1
3,254,0,0,2,0,0,0,100,2,3,3,2,3,5,1
0,254,0,0,2,0,0,0,57,2,33,33,18,33,1,1
1,31,29,27,66,68,255,255,59,0,6,3,1,1,0,0
1,31,29,5,14,18,255,255,120,0,2,1,1,1,0,0
0,31,29,0,4,4,0,0,142,0,17,12,1,4,0,0
0,254,0,0,2,0,0,0,57,2,25,25,22,25,1,1
0,31,29,0,2,2,0,0,73,0,2,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,30,30,16,30,1,1
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
46,254,0,0,2,0,0,0,100,2,7,7,4,7,5,1
0,254,0,0,2,0,0,0,57,2,33,33,17,33,1,1
23,254,0,0,2,0,0,0,100,2,3,3,1,4,7,1
0,31,29,0,2,2,0,0,65,0,3,7,2,3,0,0
0,254,0,0,2,0,0,0,57,2,34,34,18,34,1,1
1,254,252,2,12,10,255,255,253,1,3,3,2,3,2,1
0,254,0,0,2,0,0,0,57,2,22,22,17,22,1,1
23,254,0,0,2,0,0,0,100,2,12,12,3,16,3,1
0,31,29,0,2,2,0,0,73,0,4,2,2,2,0,0
1,31,29,12,36,38,255,255,65,0,1,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,14,14,7,7,1,1
0,254,0,0,2,0,0,0,57,2,33,30,22,30,1,1
1,31,29,14,40,42,255,255,64,0,4,3,1,1,0,0
1,31,29,370,346,746,255,255,53,0,1,1,1,1,0,0
1,31,29,2,6,8,255,255,53,0,3,6,1,2,0,0
1,31,29,14,40,42,255,255,64,0,5,7,1,2,0,0
1,31,29,30,72,74,255,255,59,0,7,2,1,1,0,0
0,31,29,0,2,2,0,0,73,0,5,4,1,1,0,0
1,31,29,5,14,18,255,255,120,0,2,1,1,2,0,0
1,31,29,7,24,24,255,255,197,0,7,4,1,3,0,0
1,31,29,18,48,50,255,255,62,0,3,7,1,1,0,0
1,31,29,103,324,354,255,255,79,0,2,2,1,1,0,0
96,254,0,0,2,0,0,0,100,2,4,4,2,4,1,1
0,254,0,0,2,0,0,0,57,2,15,15,14,15,1,1
0,254,0,0,2,0,0,0,57,2,30,30,6,30,1,1
0,31,29,0,2,2,0,0,73,0,2,2,2,1,0,0
1,31,29,16,44,46,255,255,63,0,3,2,1,1,0,0
0,31,29,0,2,2,0,0,66,0,1,1,1,2,0,0
1,31,29,5,24,20,255,255,90,0,1,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,15,15,7,7,1,1
0,31,29,0,2,2,0,0,65,0,4,2,3,1,0,0
0,254,0,0,2,0,0,0,57,2,30,30,17,30,1,1
1,62,252,9,22,22,255,255,53,1,1,1,1,2,3,1
1,31,29,28,68,70,255,255,59,0,5,8,1,2,0,0
1,31,29,7,32,24,255,255,117,0,2,2,1,1,0,0
0,31,29,0,2,2,0,0,73,0,3,4,3,1,0,0
1,31,29,15,52,54,255,255,56,0,1,1,1,3,0,0
0,31,29,0,2,2,0,0,65,0,4,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,30,30,17,30,1,1
0,254,0,0,2,0,0,0,57,2,27,27,13,27,1,1
0,254,0,0,2,0,0,0,695,2,2,2,2,2,1,1
0,254,0,0,2,0,0,0,57,2,27,27,5,27,1,1
1,31,29,370,346,746,255,255,53,0,3,2,1,2,0,0
1,31,29,5,14,18,255,255,120,0,6,5,3,3,0,0
1,31,29,32,122,126,255,255,64,0,12,5,1,1,0,0
1,31,29,30,70,74,255,255,59,0,16,4,4,4,0,0
1,31,29,7,32,24,255,255,117,0,2,1,2,1,0,0
1,31,29,14,44,46,255,255,75,0,3,10,1,2,0,0
3,254,0,0,2,0,0,0,100,2,8,8,3,12,3,1
122,254,0,0,2,0,0,0,100,2,7,7,2,7,4,1
1,31,29,32,122,126,255,255,64,0,4,7,1,4,0,0
1,31,29,33,78,80,255,255,58,0,12,6,1,2,0,0
1,254,252,1,10,8,255,255,59,1,4,3,1,1,2,1
3,254,0,0,2,0,0,0,100,2,2,2,1,3,3,1
1,62,252,2,10,8,255,255,83,1,3,3,2,3,0,0
0,254,0,0,2,0,0,0,57,2,40,40,40,40,1,1
1,31,29,6,22,24,255,255,87,0,11,3,1,1,0,0
44,254,0,0,2,0,0,0,100,2,3,3,1,3,3,1
1,31,29,8,54,42,255,255,704,0,1,1,1,1,0,0
1,31,29,11,34,36,255,255,66,0,5,3,1,2,0,0
122,254,0,0,2,0,0,0,100,2,4,4,1,5,5,1
0,254,0,0,2,0,0,0,57,2,19,19,19,19,1,1
0,254,0,0,2,0,0,0,57,2,13,13,13,13,1,1
0,254,0,0,2,0,0,0,57,2,9,9,9,9,1,1
1,31,29,1,14,6,255,255,638,0,3,3,1,3,0,0
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
1,31,29,1,14,6,255,255,638,0,10,16,1,3,0,0
0,60,0,0,2,0,0,0,132,0,10,10,10,10,0,0
0,60,0,0,2,0,0,0,132,0,31,31,19,31,0,0
0,254,0,0,2,0,0,0,57,2,19,19,19,19,1,1
1,31,29,18,48,50,255,255,62,0,9,7,1,3,0,0
3,254,0,0,2,0,0,0,100,2,5,5,3,5,7,1
1,31,29,8,52,42,255,255,714,0,2,1,1,1,0,0
1,31,29,24,60,62,255,255,60,0,5,4,1,5,0,0
0,254,0,0,2,0,0,0,57,2,2,2,2,2,1,1
1,31,29,8,54,42,255,255,701,0,1,1,1,2,0,0
1,31,29,8,52,42,255,255,717,0,2,1,1,1,0,0
1,29,31,0,48,46,255,255,1112,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,25,25,9,25,1,1
1,31,29,6,22,24,255,255,93,0,11,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,20,20,18,21,1,1
0,254,0,0,2,0,0,0,57,2,27,27,11,27,1,1
0,254,0,0,2,0,0,0,57,2,7,7,3,3,1,1
1,254,252,2,12,10,255,255,83,1,1,1,1,1,2,1
1,254,252,1,10,6,255,255,85,1,1,2,1,1,5,1
0,254,0,0,2,0,0,0,57,2,39,39,22,39,1,1
1,31,29,28,44,70,255,255,70,0,9,8,2,2,0,0
1,31,29,24,60,62,255,255,60,0,9,6,1,1,0,0
1,62,252,4,12,12,255,255,67,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,73,0,3,2,2,2,0,0
1,62,252,8,90,30,255,255,1047,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,73,0,1,1,1,1,0,0
1,31,29,15,52,54,255,255,56,0,11,8,8,8,0,0
0,254,0,0,2,0,0,0,57,2,27,27,18,27,1,1
1,254,252,1,10,6,255,255,88,1,3,2,2,2,3,1
1,31,29,22,56,58,255,255,61,0,10,4,1,2,0,0
1,31,29,11,34,36,255,255,66,0,8,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,17,34,1,1
0,31,29,0,2,2,0,0,73,0,5,2,2,2,0,0
1,31,29,24,62,62,255,255,60,0,12,7,1,1,0,0
0,31,29,0,2,2,0,0,73,0,2,1,2,1,0,0
0,254,0,0,2,0,0,0,57,2,36,36,17,36,1,1
0,31,29,0,2,2,0,0,73,0,5,6,1,1,0,0
1,62,252,8,158,40,255,255,1167,1,1,1,1,1,3,1
1,254,252,1,10,8,255,255,56,1,1,2,1,1,5,1
0,254,0,0,2,0,0,0,57,2,35,35,10,35,1,1
0,254,0,0,2,0,0,0,57,2,38,38,35,38,1,1
1,31,29,143,160,320,255,255,59,0,7,2,1,1,0,0
1,254,252,1,10,8,255,255,56,1,1,1,1,1,5,1
0,31,29,0,2,2,0,0,66,0,1,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,44,44,44,44,1,1
0,254,0,0,2,0,0,0,57,2,34,34,19,34,1,1
1,31,29,11,34,36,255,255,66,0,8,7,1,1,0,0
1,254,252,1,10,6,255,255,89,1,5,5,1,5,0,0
1,31,29,18,48,50,255,255,62,0,6,11,1,2,0,0
0,254,0,0,2,0,0,0,57,2,16,16,13,16,1,1
0,254,0,0,2,0,0,0,57,2,28,28,8,28,1,1
0,31,29,0,2,2,0,0,65,0,3,2,1,2,0,0
0,254,0,0,2,0,0,0,549,2,8,8,2,7,2,1
1,31,29,8,52,40,255,255,721,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,5,5,2,2,1,1
1,62,252,8,20,20,255,255,48,1,1,1,1,1,3,1
1,31,29,14,40,42,255,255,64,0,7,6,1,4,0,0
1,31,29,15,52,54,255,255,56,0,1,1,1,4,0,0
0,254,0,0,2,0,0,0,57,2,20,20,20,20,1,1
95,254,0,0,2,0,0,0,100,2,9,9,3,13,4,1
1,254,252,1,20,8,255,255,863,1,6,4,2,4,2,1
1,62,252,2,10,8,255,255,87,1,1,1,1,1,4,1
0,254,0,0,2,0,0,0,57,2,36,36,16,36,1,1
1,31,29,18,50,50,255,255,62,0,8,7,1,1,0,0
0,254,0,0,2,0,0,0,57,2,27,27,27,27,1,1
1,31,29,390,444,858,255,255,56,0,9,8,2,6,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,8,52,40,255,255,718,0,2,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,18,33,1,1
0,31,29,0,2,2,0,0,73,0,3,3,1,1,0,0
3,254,0,0,2,0,0,0,100,2,11,11,4,14,4,1
0,254,0,0,2,0,0,0,57,2,19,19,16,19,1,1
1,31,29,5,12,18,255,255,132,0,3,1,2,1,0,0
1,254,252,23,102,50,255,255,1083,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,32,32,24,32,1,1
0,254,0,0,2,0,0,0,57,2,31,31,11,31,1,1
0,254,0,0,2,0,0,0,57,2,27,27,17,27,1,1
0,254,0,0,2,0,0,0,57,2,32,32,30,32,1,1
13,254,0,0,20,0,0,0,52,2,1,1,1,1,3,1
1,31,29,7,18,18,255,255,242,0,10,6,1,3,0,0
1,62,252,11,12,26,255,255,75,1,1,1,1,2,3,1
0,254,0,0,2,0,0,0,57,2,39,39,17,40,1,1
1,31,29,4,16,18,255,255,96,0,12,15,4,4,0,0
1,31,29,4,12,12,255,255,86,0,5,8,2,1,0,0
0,31,29,0,4,4,0,0,128,0,5,14,1,3,0,0
0,254,0,0,2,0,0,0,57,2,26,26,10,26,1,1
1,254,252,10,26,24,255,255,133,1,1,6,1,1,4,1
0,60,0,0,2,0,0,0,132,0,24,24,23,24,0,0
0,254,0,0,2,0,0,0,57,2,43,43,23,43,1,1
1,31,29,7,28,28,255,255,170,0,12,5,1,3,0,0
1,31,29,197,234,438,255,255,57,0,2,3,1,2,0,0
1,254,252,1,10,8,255,255,54,1,4,2,1,1,2,1
0,254,0,0,2,0,0,0,57,2,30,30,16,30,1,1
0,254,0,0,2,0,0,0,57,2,36,36,18,36,1,1
0,254,0,0,2,0,0,0,39,2,11,5,1,5,2,1
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
0,254,0,0,2,0,0,0,57,2,18,18,16,18,1,1
0,60,0,0,2,0,0,0,132,0,47,47,47,47,0,0
0,254,0,0,2,0,0,0,57,2,27,27,17,27,1,1
1,31,29,5,14,18,255,255,120,0,2,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,24,24,17,25,1,1
1,31,29,28,68,70,255,255,59,0,3,7,1,1,0,0
1,31,29,4,16,18,255,255,96,0,14,16,7,5,0,0
1,62,252,8,24,22,255,255,291,1,1,1,1,1,3,1
1,31,29,4,12,12,255,255,86,0,3,1,1,2,0,0
0,254,0,0,2,0,0,0,57,2,34,34,22,34,1,1
3,254,0,0,2,0,0,0,100,2,1,1,1,2,3,1
0,254,0,0,2,0,0,0,57,2,28,28,25,28,1,1
0,254,0,0,2,0,0,0,57,2,12,12,12,12,1,1
0,31,29,0,2,2,0,0,73,0,2,2,1,1,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,1,0,0
0,31,29,0,4,4,0,0,134,0,3,3,1,1,0,0
42,254,0,0,2,0,0,0,100,2,4,4,2,5,3,1
1,31,29,4,16,18,255,255,96,0,8,7,6,6,0,0
0,254,0,0,2,0,0,0,57,2,17,17,8,17,1,1
0,254,0,0,2,0,0,0,57,2,38,38,13,38,1,1
0,254,0,0,2,0,0,0,57,2,17,17,8,17,1,1
0,31,29,0,2,2,0,0,66,0,3,3,1,1,0,0
0,60,0,0,2,0,0,0,132,0,26,26,26,26,0,0
1,31,29,15,44,42,255,255,63,0,10,3,1,1,0,0
3,254,0,0,2,0,0,0,100,2,3,3,2,3,4,1
1,254,252,1,10,8,255,255,56,1,1,2,1,1,5,1
0,254,0,0,2,0,0,0,57,2,30,30,12,30,1,1
0,31,29,0,2,2,0,0,65,0,8,2,1,1,0,0
1,31,29,5,14,18,255,255,120,0,1,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,1,34,1,1
0,60,0,0,2,0,0,0,132,0,38,38,24,38,0,0
1,31,29,15,42,44,255,255,63,0,6,9,1,1,0,0
1,31,29,30,72,74,255,255,59,0,6,10,1,2,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,2,0,0
0,254,0,0,2,0,0,0,57,2,53,53,26,53,1,1
1,254,252,1,10,6,255,255,101,1,1,1,1,1,3,1
1,31,29,15,48,52,255,255,78,0,7,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,44,44,44,44,1,1
1,31,29,18,48,50,255,255,62,0,5,1,1,1,0,0
1,31,29,30,72,74,255,255,59,0,3,7,1,1,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,1,0,0
76,254,0,0,2,0,0,0,100,2,5,5,1,7,3,1
1,31,29,4,12,12,255,255,89,0,4,2,2,2,0,0
1,254,252,1,10,6,255,255,104,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,34,34,19,34,1,1
0,254,0,0,2,0,0,0,57,2,31,31,25,31,1,1
0,31,29,0,4,4,0,0,142,0,14,14,1,5,0,0
0,60,0,0,2,0,0,0,132,0,25,25,22,25,0,0
1,31,29,14,40,42,255,255,64,0,9,9,1,1,0,0
5,0,0,0,2,2,0,0,28,0,1,1,1,1,0,0
0,31,29,0,4,4,0,0,142,0,5,7,1,3,0,0
0,31,29,0,2,2,0,0,73,0,2,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,20,20,6,20,1,1
0,60,0,0,2,0,0,0,132,0,15,15,15,15,0,0
0,31,29,0,2,2,0,0,73,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
1,31,29,22,56,58,255,255,61,0,8,9,1,3,0,0
1,254,60,1,6,2,255,255,43,0,3,3,2,3,0,0
0,60,0,0,2,0,0,0,132,0,29,29,22,29,0,0
0,254,0,0,2,0,0,0,57,2,19,19,19,19,1,1
1,31,29,27,66,68,255,255,59,0,5,1,1,1,0,0
1,62,252,37,20,78,255,255,61,1,2,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,19,19,8,19,1,1
1,31,29,5,14,18,255,255,120,0,1,1,6,10,0,0
0,254,0,0,2,0,0,0,57,2,32,32,12,32,1,1
0,254,0,0,2,0,0,0,57,2,33,33,25,33,1,1
0,254,0,0,2,0,0,0,57,2,38,38,34,38,1,1
0,254,0,0,2,0,0,0,51,2,1,1,1,1,1,1
1,31,29,15,52,54,255,255,56,0,1,2,1,3,0,0
0,31,29,0,2,2,0,0,65,0,1,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,19,19,12,19,1,1
0,31,29,0,4,4,0,0,142,0,4,3,1,3,0,0
0,254,0,0,2,0,0,0,57,2,22,22,5,22,1,1
1,31,29,24,60,62,255,255,60,0,6,4,1,2,0,0
0,254,0,0,2,0,0,0,57,2,30,30,17,30,1,1
0,254,0,0,2,0,0,0,57,2,40,40,40,40,1,1
1,62,252,8,12,23,255,255,75,1,1,1,1,1,3,1
1,31,29,13,38,40,255,255,64,0,9,2,1,1,0,0
1,254,252,1,10,6,255,255,49,1,8,7,3,7,2,1
1,31,29,7,18,18,255,255,208,0,6,5,1,3,0,0
1,31,29,17,62,58,255,255,96,0,1,1,1,1,0,0
3,254,0,0,2,0,0,0,100,2,14,14,5,17,7,1
0,60,0,0,2,0,0,0,132,0,26,26,19,26,0,0
0,31,29,0,4,4,0,0,142,0,8,10,1,4,0,0
1,31,29,6,24,24,255,255,90,0,3,10,1,1,0,0
0,254,0,0,2,0,0,0,57,2,31,31,9,31,1,1
1,31,29,5,14,18,255,255,120,0,2,1,1,1,0,0
1,31,29,13,38,40,255,255,64,0,2,1,1,1,0,0
1,254,252,2,12,8,255,255,89,1,6,6,1,1,2,1
1,254,252,1,10,6,255,255,201,1,2,2,1,1,3,1
0,254,0,0,2,0,0,0,57,2,21,21,4,21,1,1
1,31,29,32,102,100,255,255,143,0,1,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,22,39,1,1
0,254,0,0,2,0,0,0,57,2,24,24,24,24,1,1
1,31,29,17,46,48,255,255,62,0,3,1,1,1,0,0
0,60,0,0,2,0,0,0,132,0,4,4,3,4,0,0
1,31,29,370,346,746,255,255,53,0,2,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,42,42,17,42,1,1
115,254,0,0,2,0,0,0,100,2,6,6,2,7,4,1
1,254,252,1,10,6,255,255,76,1,1,1,1,1,5,1
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
0,254,0,0,2,0,0,0,57,2,14,14,14,14,1,1
1,31,29,11,34,36,255,255,66,0,8,6,1,4,0,0
0,254,0,0,2,0,0,0,57,2,29,29,21,29,1,1
0,31,29,0,2,2,0,0,66,0,1,1,1,2,0,0
0,60,0,0,2,0,0,0,132,0,40,40,40,40,0,0
1,31,29,7,32,24,255,255,117,0,1,3,1,1,0,0
1,31,29,1,14,8,255,255,638,0,13,12,1,3,0,0
0,254,0,0,2,0,0,0,57,2,32,32,16,32,1,1
1,62,252,2,8,8,255,255,46,1,1,1,1,2,3,1
1,62,252,8,34,22,255,255,691,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,73,0,3,1,1,1,0,0
1,254,252,1,10,8,255,255,82,1,1,1,1,1,5,1
0,254,0,0,2,0,0,0,57,2,38,38,6,38,1,1
1,31,29,390,450,858,255,255,56,0,6,5,2,4,0,0
0,254,0,0,2,0,0,0,57,2,40,40,16,40,1,1
0,254,0,0,2,0,0,0,57,2,17,17,17,17,1,1
0,31,29,0,4,4,0,0,142,0,17,7,2,3,0,0
1,254,252,3,16,12,255,255,88,1,2,2,1,1,2,1
1,254,252,1,10,6,255,255,87,1,1,1,1,1,5,1
1,31,29,2,6,8,255,255,53,0,2,5,1,3,0,0
0,254,0,0,2,0,0,0,57,2,13,13,3,3,1,1
13,254,0,0,20,0,0,0,52,2,1,1,1,1,3,1
1,31,29,32,122,126,255,255,64,0,2,7,1,1,0,0
0,31,29,0,2,2,0,0,73,0,4,5,3,1,0,0
1,31,29,4,8,12,255,255,53,0,3,3,1,5,0,0
1,31,29,18,48,50,255,255,62,0,4,2,1,1,0,0
1,62,252,3,10,10,255,255,78,1,3,1,2,1,3,1
3,254,0,0,2,0,0,0,100,2,6,6,3,6,4,1
1,31,29,5,12,18,255,255,132,0,11,9,1,1,0,0
0,254,0,0,2,0,0,0,57,2,48,48,42,48,1,1
0,254,0,0,2,0,0,0,57,2,22,22,4,22,1,1
1,62,252,8,142,40,255,255,1169,1,1,1,1,1,3,1
0,31,29,0,2,2,0,0,73,0,2,1,2,1,0,0
1,31,29,4,16,18,255,255,96,0,8,7,5,7,0,0
92,254,0,0,2,0,0,0,100,2,5,5,3,5,4,1
0,31,29,0,2,2,0,0,65,0,2,4,1,2,0,0
0,254,0,0,2,0,0,0,57,2,39,39,39,39,1,1
0,31,29,0,2,2,0,0,66,0,1,4,1,1,0,0
1,31,29,30,72,74,255,255,59,0,3,7,1,1,0,0
1,31,29,16,44,46,255,255,63,0,3,12,1,1,0,0
0,254,0,0,2,0,0,0,57,2,45,45,17,45,1,1
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
0,31,29,0,4,4,0,0,136,0,6,8,1,2,0,0
1,31,29,1,14,6,255,255,638,0,1,1,1,3,0,0
87,254,0,0,8,0,0,0,60,2,2,2,1,2,6,1
1,62,252,3,10,10,255,255,81,1,2,1,1,1,3,1
1,31,29,4,8,12,255,255,53,0,3,2,1,1,0,0
0,31,29,0,4,4,0,0,142,0,11,6,1,5,0,0
1,62,252,2,10,10,255,255,113,1,1,1,1,1,1,1
